title,authors,author_name,language,work_id,edition_information,publisher,num_pages,series_id,series_name,series_position,description
The Odyssey,"[{'id': '903', 'name': 'Homer', 'role': ''}, {'id': '15558077', 'name': 'Richmond Lattimore', 'role': 'Translator'}]",Homer,eng,3356006,,Harper Perennial,374,,,,Presents the story of Odysseus' return from the Trojan War to his homeland in a modern English translation.
The Odyssey,"[{'id': '903', 'name': 'Homer', 'role': ''}, {'id': '880408', 'name': 'E.V. Rieu', 'role': 'Translation'}, {'id': '6540105', 'name': 'Peter Jones', 'role': 'Introduction'}, {'id': '959582', 'name': 'D.C.H. Rieu', 'role': 'Translation revision'}]",Homer,eng,3356006,,Penguin Classics,324,,,,"This poem mainly centers on the Greek hero Odysseus (or Ulysses, as he was known in Roman myths) and his long journey home following the fall of Troy. It takes Odysseus ten years to reach Ithaca after the ten-year Trojan War.[2] In his absence, it is assumed he has died, and his wife Penelope and son Telemachus must deal with a group of unruly suitors, called Proci, competing for Penelope's hand in marriage."
African American Odyssey,"[{'id': '911', 'name': 'Debra Newman Ham', 'role': ''}, {'id': '18410', 'name': 'Darlene Clark Hine', 'role': ''}, {'id': '4592427', 'name': 'Stanley C. Harrold', 'role': ''}, {'id': '21226', 'name': 'William C. Hine', 'role': ''}]",Debra Newman Ham,,5542,,,72,,,,
The Odyssey,"[{'id': '903', 'name': 'Homer', 'role': ''}, {'id': '107873', 'name': 'W.H.D. Rouse', 'role': 'Translator'}]",Homer,eng,3356006,,Signet Classics,304,,,,"A story encompassing the entirety of human emotion, ""The Odyssey"" remains one of the greatest literary works in the history of the world. It is the story of Odysseus and his ten-year journey to return home to his family and kingdom. Having angered the god Poseidon along the way, he finds him-self cast adrift at sea facing dangers beyond measure and trials beyond understanding. Truly a staple of literature and an epic adventure."
Odyssey,"[{'id': '903', 'name': 'Homer', 'role': ''}, {'id': '904', 'name': 'Stanley Lombardo', 'role': 'Translator'}, {'id': '907', 'name': 'Sheila Murnaghan', 'role': 'Introduction'}]",Homer,,3356006,,"Hackett Publishing Company, Inc.",478,,,,"Lombardo's <i>Odyssey</i> offers the distinctive speed, clarity, and boldness that so distinguished his 1997 <i>
  <i>
    <i>Iliad<i>.</i></i>
  </i>
</i><br /><br /> ""[Lombardo] has brought his laconic wit and love of the ribald . . . to his version of the <i>Odyssey</i>. His carefully honed syntax gives the narrative energy and a whirlwind pace. The lines, rhythmic and clipped, have the tautness and force of Odysseus' bow.""<br /> —Chris Hedges, <i>
  <i>
    <i>
      <i>The New York Times Book Review</i>
    </i>
  </i>
</i>"
Earth Odyssey: Around the World in Search of Our Environmental Future,"[{'id': '915', 'name': 'Mark Hertsgaard', 'role': ''}, {'id': '3850205', 'name': 'Charlie Conrad', 'role': 'Editor'}]",Mark Hertsgaard,,5545,,Broadway Books,384,,,,"Like many of us, Mark Hertsgaard has long worried about the declining health of our environment. But in 1991, he decided to act on his own concern and investigate the escalating crisis for himself. Traveling on his own dime, he embarked on an odyssey lasting most of the decade and spanning nineteen countries. Now, in <b>Earth Odyssey</b> he reports on our environmental predicament through the eyes of the people who live it.<br /><br /><b>Earth Odyssey</b> is a vivid, passionate narrative about one man's journey around the world in search of the answer to the essential question of our time: Is the future of the human species at risk? Combining first-rate reportage with irresistible storytelling, Mark Hertsgaard has written an essential--and ultimately hopeful--book about the uncertain fate of humankind."
"Aeneid: Selections from Books 1, 2, 4, 6, 10, 12","[{'id': '919', 'name': 'Virgil', 'role': ''}, {'id': '916', 'name': 'Barbara Weiden Boyd', 'role': ''}]",Virgil,eng,5546,,Bolchazy-Carducci Publishers,161,,,,
Aeneid: Books I-VI,"[{'id': '919', 'name': 'Virgil', 'role': ''}, {'id': '917', 'name': 'Clyde Pharr', 'role': ''}]",Virgil,,45296615,,Bolchazy-Carducci Publishers,535,,,,
Vergil Vocabulary Cards for AP Select: PB,,Dennis De Young,,5548,,Bolchazy-Carducci Publishers,,,,,
"Vergil's Aeneid, 10 & 12: Pallas & Turnus (Latin Edition) (Bks. 10) (Bks. 10 & 12)","[{'id': '919', 'name': 'Virgil', 'role': ''}, {'id': '916', 'name': 'Barbara Weiden Boyd', 'role': ''}]",Virgil,,45295857,,Bolchazy-Carducci Publishers,,,,,
"Aeneid: Hero, War, Humanity","[{'id': '919', 'name': 'Virgil', 'role': 'Original Story'}, {'id': '920', 'name': 'G.B. Cobbold', 'role': 'Retelling'}]",Virgil,,288738,,Bolchazy-Carducci Publishers,366,,,,"One of the pillars of Western literary tradition, Vergil's Aeneid is also a terrific read: the story of a man whose city is destroyed in war, and of his journey to find his place in destiny. This epic has it all: adventures on the high seas, passion, battles, monsters, magic, meddling gods, and struggles that test the moral fiber of both men and women.<br /><br />The Aeneid has been deemed one of the most influential poems in world literature. And yet, a translation with wide appeal has been lacking-until now. G. B. Cobbold joined with Bolchazy-Carducci Publishers to produce an Aeneid that gives the epic its due as the rousing and moving story that it is, while remaining true to the spirit of the Latin original. This an Aeneid like no other: a fresh, page-turning rendition that reads like a novel, but has the vividness of poetic language, with attractive and accessible reader aids. Sure to become a prized standard!<br /><br />Special Features<br /><br />Cobbold's command of Latin and commitment to a strong narrative line have produced an Aeneid for everyone!<br /><br />Features include:<br /><br />- Introduction to the Aeneid and Vergil<br />- Vivid novelistic rendition with sidebar running summaries and dynamic in-text illustrations<br />- Map of Aeneas' voyage<br />- Glossary of characters<br />- Family trees of main characters and gods<br />- Book-by-book outline of the plot of the Aeneid<br />- Timeline of significant events in Roman history<br />- Reading group discussion questions"""
Latin (Vergil),"[{'id': '924', 'name': 'Jack Rudman', 'role': ''}, {'id': '165942', 'name': 'National Learning Corporation', 'role': 'Editor'}]",Jack Rudman,,5553,,Passbooks,160,,,,The Latin Passbook® prepares you for your test by allowing you to take practice exams in the subjects you need to study. It provides hundreds of questions and answers in the areas that will likely be covered on your upcoming exam.
Vergil's Aeneid: Books I-VI,"[{'id': '919', 'name': 'Virgil', 'role': ''}, {'id': '917', 'name': 'Clyde Pharr', 'role': ''}]",Virgil,,45296615,,Bolchazy-Carducci Publishers,367,,,,
Midwest Eclogue,,David   Baker,,1204822,,W. W. Norton & Company,108,,,,"""The most expansive and moving poet to come out of the American Midwest since James Wright.""--Marilyn Hacker <br />""Midwest Eclogue"" is a profound dialogue between the heartland and the heart. David Baker's devotions are erotic and familial, natural and environmental, literary and social. Inspired by the landscape of the Midwest, Baker's landscape of human passions--haunted by roots and wings--is rendered in a rich and polyphonic craft."
Eclogues. Georgics. Aeneid: Books 1-6,"[{'id': '919', 'name': 'Virgil', 'role': ''}, {'id': '3096468', 'name': 'Henry Rushton Fairclough', 'role': 'Translator'}, {'id': '926', 'name': 'G.P. Goold', 'role': 'Translator'}]",Virgil,mul,21996719,Loeb Classical Library #63 (Latin and English),Harvard University Press,607,,,,"Virgil (Publius Vergilius Maro) was born in 70 BCE near Mantua and was educated at Cremona, Milan and Rome. Slow in speech, shy in manner, thoughtful in mind, weak in health, he went back north for a quiet life. Influenced by the group of poets there, he may have written some of the doubtful poems included in our Virgilian manuscripts. All his undoubted extant work is written in his perfect hexameters. Earliest comes the collection of ten pleasingly artificial bucolic poems, the ""Eclogues,"" which imitated freely Theocritus's idylls. They deal with pastoral life and love. Before 29 BCE came one of the best of all didactic works, the four hooks of Georgics on tillage, trees, cattle, and bees. Virgil's remaining years were spent in composing his great, not wholly finished, epic the ""Aeneid,"" on the traditional theme of Rome's origins through Aeneas of Troy. Inspired by the Emperor Augustus's rule, the poem is Homeric in metre and method but influenced also by later Greek and Roman literature, philosophy, and learning, and deeply Roman in spirit. Virgil died in 19 BCE at Brundisium on his way home from Greece, where he had intended to round off the ""Aeneid."" He had left in Rome a request that all its twelve books should be destroyed if he were to die then, but they were published by the executors of his will.<br /><br />The Loeb Classical Library edition of Virgil is in two volumes."
City Eclogue,,Ed Roberson,eng,5558,,Atelos Press,136,,,,"Poetry. African American Studies. Ed Roberson might no longer live in Pittsburgh, but the city in which he was born and raised still leaves its fragmented structures etched throughout his poetry. A city of hard work and hard times, the now-impoverished neighborhoods that had at one time stood as centers of jazz and art; the hills, the rivers, the skyscraping iron and steel, and the pain. Though most of the poems in this collection do not necessarily take place in Pittsburgh, there is a rhythmic fragmentation here painting portraits of urban life in general. Beauty, music, poverty, blood, and concrete seem to live within the line breaks, while breath-stopping pauses halt you just long enough so that--like at a smoky backroom jazz club--you can't wait to see what he does next."
Eclogues and Georgics,"[{'id': '919', 'name': 'Virgil', 'role': ''}, {'id': '3330507', 'name': 'James Rhoades', 'role': 'Translator'}]",Virgil,,45299562,,Dover Publications,112,,,,"With the <i>Eclogues,</i> Virgil established his reputation as a major poet, and with the <i>Georgics,</i> he created a masterpiece of Latin poetry. Virgil drew upon the tradition of Greek pastoral poetry, importing it into an Italian setting and providing in these two works the model for subsequent European interpretations of the genre.<br />The <i>Eclogues</i> unfolds in an idyllic landscape, under less-than-tranquil circumstances. Its shepherds tend their flocks amid not only the inner turmoil of unrequited love but also the external pressures of the civil war that followed Julius Caesar's assassination in 44 B.C. Forced from their homes, the dispossessed shepherds voice a heartfelt longing for peace.<br />Dryden declared the <i>Georgics</i> ""the best poem by the best poet,"" and through the ages, it has been much admired and imitated. A paean to Italy and the country's natural beauty, it rejoices in the values of rustic piety, the pleasures of family life, and the vitality of the Italian people."
The Eclogues and The Georgics,"[{'id': '919', 'name': 'Virgil', 'role': ''}, {'id': '928', 'name': 'Cecil Day-Lewis', 'role': 'Translator'}]",Virgil,eng,45299562,Oxford World's Classics,Oxford University Press,180,,,,"<i>The Eclogues</i>, ten short pastoral poems, were composed between approximately 42 and 39 BC, during the time of the 'Second' Triumvirate of Lepidus, Anthony, and Octavian. In them Virgil subtly blended an idealized Arcadia with contemporary history. To his Greek model - the <i>Idylls</i> of Theocritus - he added a strong element of Italian realism: places and people, real or disguised, and contemporary events are introduced. <i>The Eclogues</i> display all Virgil's art and charm and are among his most delightful achievements. Between approximately 39 and 29 BC, years of civil strife between Antony, and Octavian, Virgil was engaged upon the <i>Georgics</i>. Part agricultural manual, full of observations of animals and nature, they deal with the farmer's life and give it powerful allegorical meaning. These four books contain some of Virgil's finest descriptive writing and are generally held to be his greatest and most entertaining work, and C. Day Lewis's lyrical translations are classics in their own right."
<I>Eclogues</I> and  <I>Georgics</I> of Virgil,"[{'id': '919', 'name': 'Virgil', 'role': ''}, {'id': '997', 'name': 'David R. Slavitt', 'role': 'Translator'}]",Virgil,,45299562,,Johns Hopkins University Press,176,,,,"<i>The Eclogues</i>, ten short pastoral poems, were composed between approximately 42 and 39 BC, during the time of the 'Second' Triumvirate of Lepidus, Anthony, and Octavian. In them Virgil subtly blended an idealized Arcadia with contemporary history. To his Greek model - the <i>Idylls</i> of Theocritus - he added a strong element of Italian realism: places and people, real or disguised, and contemporary events are introduced. <i>The Eclogues</i> display all Virgil's art and charm and are among his most delightful achievements. Between approximately 39 and 29 BC, years of civil strife between Antony, and Octavian, Virgil was engaged upon the <i>Georgics</i>. Part agricultural manual, full of observations of animals and nature, they deal with the farmer's life and give it powerful allegorical meaning. These four books contain some of Virgil's finest descriptive writing and are generally held to be his greatest and most entertaining work, and C. Day Lewis's lyrical translations are classics in their own right."
The Eclogues of Virgil: A Translation,,Virgil,,5562,,Farrar Straus Giroux,101,,,,"The Eclogues of Virgil gave definitive form to the pastoral mode, and these magically beautiful poems, which were influential in so much subsequent literature, perhaps best exemplify what pastoral can do. ""Song replying to song replying to song"", touchingly comic, poignantly sad, sublimely joyful, the various music that these shepherds make echoes in scenes of repose and harmony, and of hardship and trouble in work and love.A bilingual edition, The Eclogues of Virgil includes concise, informative notes and an Introduction that describes the fundamental role of this deeply original book in the pastoral tradition."
"Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces, Marinades, Dry Rubs, Wet Rubs, Mops and Salsas",,Paul  Kirk,eng,5563,,Harvard Common Press,272,,,,"It’s easy for any backyard chef to serve up tantalizing food from the grill! Paul Kirk offers 175 winning recipes that impart bold, zesty flavor to every cut of meat. Kirk covers the classic American sauces—with tomatoes, mustard, sugar, or vinegar at their base—and offers up a wealth of fresh and creative brews flavored with such things as raspberries, pineapple, ginger, chile peppers, and more. In special Master Classes and elsewhere, Kirk reveals the basic building blocks of spice mixtures, rubs, marinades, bastes, and sauces. He explains how to layer them during the cooking process, so that grilled or barbecued food not only smacks of flavor, but brisket is more tender, steaks form a crispy crust, and ribs melt in the mouth."
The Dry Danube: A Hitler Forgery,,Paul West,,5564,,New Directions Publishing Corporation,152,,,,"<i>The Dry Danube</i>, Paul West's nineteenth novel, is a uniquely daring, dazzling, bravura performance by an acknowledged master. <i>The Dry Danube</i>, presents Hitler's ""memoir"" of the years he spent as a failed art student in Vienna, just before World War One. Each of the book's four parts is a solid raving block of barbaric flourishes, free of paragraphing in its headlong rush of disgorged spleen. ""I wanted to get at H. before the violence sets in,"" West remarked: ""But most of all I wanted to get the motion of his mind, as seen by another."" Hitler spews his rage over his blighted career and his desperate wooing of Treischnitt and Kolberhoff, ""proud famous painters both."" These ""two men so important in my young life, yet so aloof from me,"" he tries to befriend, though ""I would have had more success groveling before a statue of Frederick the Great or Charlemagne."" (""These men do not so much control Art, they are Art. It makes you sick to think of it."") A risky venture, <i>The Dry Danube</i> stands a triumph -- baroque, chilling (""This was not the last the world would hear of me""), and scathingly humorous at the same instant."
Old Dry Frye,,Paul Brett Johnson,,5566,,Scholastic Paperbacks,32,,,,"Old Dry Frye has a reputation as large as his appetite of loving fried chicken. When he swallows a chicken bone, Frye's friends panic and ignite a series of uproarious adventures. Full-color illustrations."
Power Publicity for Dry Cleaners,,Paul Hartunian,,5567,,,,,,,
The Riverside Shakespeare,"[{'id': '947', 'name': 'William Shakespeare', 'role': ''}, {'id': '946', 'name': 'G. Blakemore Evans', 'role': ''}]",William Shakespeare,eng,26333578,Second Edition,Houghton Mifflin Co.,2057,,,,"The Second Edition of this complete collection of Shakespeare's plays and poems features two essays on recent criticism and productions, fully updated textual notes, a photographic insert of recent productions, and two works recently attributed to Shakespeare. The authors of the essays on recent criticism and productions are Heather DuBrow, University of Wisconsin at Madison, and William Liston, Ball State University, respectively."
World of Shakespeare: The Complete Plays and Sonnets of William Shakespeare (38 Volume Library),,William Shakespeare,,46081110,,,,,,,
The Norton Shakespeare,"[{'id': '947', 'name': 'William Shakespeare', 'role': ''}, {'id': '4194881', 'name': 'Stephen Greenblatt', 'role': 'Editor'}, {'id': '166277', 'name': 'Walter Cohen', 'role': 'Editor'}, {'id': '166278', 'name': 'Jean E. Howard', 'role': 'Editor'}, {'id': '9484', 'name': 'Katharine Eisaman Maus', 'role': 'Editor'}]",William Shakespeare,,26333607,,,3420,,,,"Rediscover Shakespeare -- the working man of the theater, not the universal bard -- and rediscover his plays as scripts to be performed, not works to be immortalized. Combining the freshly edited texts of the Oxford Edition with lively introductions, this contemporary Shakespeare enables readers to see and read Shakespeare afresh."
The Complete Pelican Shakespeare,"[{'id': '947', 'name': 'William Shakespeare', 'role': ''}, {'id': '42267', 'name': 'Stephen Orgel', 'role': 'Editor'}, {'id': '487578', 'name': 'A.R. Braunmuller', 'role': 'Editor'}]",William Shakespeare,eng,84367833,,Penguin Books,1808,,,,
Complete Works of William Shakespeare,,William Shakespeare,eng,3000541,"Wordsworth Royals, Head Press Edition",,,,,,"An alternative cover of this ISBN can be found <a href=""https://www.goodreads.com/book/show/42975706-complete-works-of-william-shakespeare"" rel=""nofollow noopener"">here</a><br /><br />The Complete Works of William Shakespeare (Wordsworth Royals Series)"
The Complete Works,,William Shakespeare,eng,3000541,,Gramercy,1248,,,,Tempest	<br />Two Gentlemen of Verona	<br />Merry Wives of Windsor	<br />Measure for Measure	<br />Comedy of Errors	<br />Much Ado About Nothing	<br />Love's Labour's Lost	<br />Midsummer Night's Dream	<br />Merchant of Venice	<br />As You Like It	<br />Taming of the Shrew	<br />All's Well That Ends Well	<br />Twelfth Night	<br />Winter's Tale	<br />King John	<br />King Richard II	<br />King Henry IV. Part 1	<br />King Henry IV. Part 2	<br />King Henry V	<br />King Henry VI. Part 1	<br />King Henry VI. Part 2	<br />King Henry VI. Part 3	<br />King Richard III	<br />King Henry VIII	<br />Troilus and Cressida	<br />Coriolanus	<br />Titus Andronicus	<br />Romeo and Juliet	<br />Timon of Athens	<br />Julius Caesar	<br />Macbeth	<br />Hamlet	<br />King Lear	<br />Othello	<br />Anthony and Cleopatra	<br />Cymbeline	<br />Pericles	<br />Venus and Adonis	<br />Rape of Lucrece	<br />Sonnets	<br />Lover's Complaint	<br />Passionate Pilgrim	<br />Sonnets to Sundry Notes of Music	<br />Phoenix and the Turtle
Hamlet,"[{'id': '947', 'name': 'William Shakespeare', 'role': ''}, {'id': '236', 'name': 'Harold Bloom', 'role': 'Contributor'}, {'id': '62561', 'name': 'Rex Gibson', 'role': 'Editor'}]",William Shakespeare,eng,1885548,,Cambridge University Press,289,,,,"Among Shakespeare's plays, ""Hamlet"" is considered by many his masterpiece. Among actors, the role of Hamlet, Prince of Denmark, is considered the jewel in the crown of a triumphant theatrical career. Now Kenneth Branagh plays the leading role and co-directs a brillant ensemble performance. Three generations of legendary leading actors, many of whom first assembled for the Oscar-winning film ""Henry V"", gather here to perform the rarely heard complete version of the play. This clear, subtly nuanced, stunning dramatization, presented by The Renaissance Theatre Company in association with ""Bbc"" Broadcasting, features such luminaries as Sir John Gielgud, Derek Jacobi, Emma Thompson and Christopher Ravenscroft. It combines a full cast with stirring music and sound effects to bring this magnificent Shakespearen classic vividly to life. Revealing new riches with each listening, this production of ""Hamlet"" is an invaluable aid for students, teachers and all true lovers of Shakespeare - a recording to be treasured for decades to come."
The Oxford Shakespeare: The Complete Works,"[{'id': '947', 'name': 'William Shakespeare', 'role': ''}, {'id': '2870201', 'name': 'Stanley Wells', 'role': 'Editor'}, {'id': '68032', 'name': 'Gary Taylor', 'role': 'Editor'}]",William Shakespeare,eng,55024356,Second Edition,"Oxford University Press, USA",1420,,,,"Hailed by <em>The Washington Post</em> as ""a definitive synthesis of the best editions"" and by <em>The Times</em> of London as ""a monument to Shakespearean scholarship,"" <em>The Oxford Shakespeare</em> is the ultimate anthology of the Bard's work: the most authoritative edition of the plays and poems ever published.<br /><br />Now, almost two decades after the original volume, Oxford is proud to announce a thoroughly updated second edition, including for the first time the texts of <em>The Reign of Edward III</em> and <em>Sir Thomas More</em>, recognizing these two plays officially as authentic works by Shakespeare. This beautiful collection is the product of years of full-time research by a team of British and American scholars and represents the most thorough examination ever undertaken of the nature and authority of Shakespeare's work. The editors reconsidered every detail of the text in the light of modern scholarship and they thoroughly re-examined the earliest printed versions of the plays, firmly establishing the canon and chronological order of composition. All stage directions have been reconsidered in light of original staging, and many new directions for essential action have been added. This superb volume also features a brief introduction to each work as well as an illuminating General Introduction. Finally, the editors have added a wealth of secondary material, including an essay on language, a list of contemporary allusions to Shakespeare, an index of Shakespearean characters, a glossary, a consolidated bibliography, and an index of first lines of the Sonnets.<br /><br />Compiled by the world's leading authorities, packed with information, and attractively designed, <em>The Oxford Shakespeare</em> is the gold standard of Shakespearean anthologies.<br />"
"Shakespeare Set Free: Teaching Romeo & Juliet, Macbeth & Midsumr Night'","[{'id': '947', 'name': 'William Shakespeare', 'role': ''}, {'id': '466861', 'name': 'Jeanne Addison Roberts', 'role': 'Editor'}]",William Shakespeare,,5576,,Washington Square Press,288,,,,"Teachers nationwide have been enthusiastically recommending this unique series from the Folger Shakespeare Library's Teaching Shakespeare Institute. This text includes provocative essays written by scholars to refresh both teacher and student, successful and understandable techniques for teaching through performance, and teaching methods that engage students at all levels."
The Compleat Works of Wllm Shkspr (abridged),"[{'id': '4390174', 'name': 'Reduced Shakespeare Company', 'role': ''}, {'id': '948', 'name': 'Adam Long', 'role': 'Contributor'}, {'id': '949', 'name': 'Daniel Singer', 'role': 'Contributor'}, {'id': '241590', 'name': 'Jess Winfield', 'role': 'Editor'}]",Reduced Shakespeare Company,eng,22430015,,Applause Books,137,,,,"Revised from the rather long original complete works of Shakespeare, this abridged version is written by three Americans, with no qualifications worth speaking of. The playtext is reproduced here with footnotes which will be of no help to anyone and a letter from the authors to the Queen."
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,"[{'id': '566', 'name': 'Paulo Coelho', 'role': ''}, {'id': '488758', 'name': 'Alan R. Clarke', 'role': 'Translator'}]",Paulo Coelho,en-US,6186633,,HarperOne,272,,,,"Previously published as The Diary of a Magus, this book tells of Coelho's initiation into a spiritual path, leading to inner development and wisdom. He shares exercises in self-control and self-discovery, which he was taught on his pilgrimage along the ancient road to Santiago."
The Valkyries,"[{'id': '566', 'name': 'Paulo Coelho', 'role': ''}, {'id': '488758', 'name': 'Alan R. Clarke', 'role': 'Translator'}]",Paulo Coelho,en-US,2260900,,HarperOne,212,,,,"A classic masterwork of spiritual tension and realization from Paulo Coelho, this powerful story of one man’s battle with self-doubt and fear is now available in a beautiful new package from HarperOne. An essential volume alongside Coelho’s other bestselling and influential books, such as <em>The Alchemist</em>, <em>The Pilgrimage</em>, <em>Brida</em>, and <em>The Winner Stands Alone</em>, the searing and unforgettable narrative in The Valkyries asks the questions most central to all literature—and all of humanity’s quest for understanding. Why is it that we destroy the things we love most? And how can we learn to let go of the past and believe in the future?<br />"
Warrior of the Light,,Paulo Coelho,en-US,1179777,,HarperOne,142,,,,"Warrior of the Light: A Manual is an inspirational companion to The Alchemist, an international bestseller that has beguiled millions of readers around the world. Every short passage invites us to live out our dreams, to embrace the uncertainty of life, and to rise to our own unique destiny. In his inimitable style, Paulo Coelho helps bring out the Warrior of the Light within each of us. He also shows readers how to embark upon the way of the Warrior: the one who appreciates the miracle of being alive, the one who accepts failure, and the one whose quest leads him to become the person he wants to be.<br /><br />Paulo Coelho is one of the most beloved storytellers of our time. Now, in the long-awaited companion to his first novel, Coelho presents a collection of philosophical stories that will delight and guide seekers everywhere."
The Zahir,"[{'id': '566', 'name': 'Paulo Coelho', 'role': ''}, {'id': '24758', 'name': 'Margaret Jull Costa', 'role': 'Translator'}]",Paulo Coelho,eng,3341790,,HarperOne,336,,,,"The narrator of  <em>The Zahir</em>  is a bestselling novelist who lives in Paris and enjoys all the privileges money and celebrity bring. His wife of ten years, Esther, is a war correspondent who has disappeared along with a friend, Mikhail, who may or may not be her lover.<br /><br />Was Esther kidnapped, murdered, or did she simply escape a marriage that left her unfulfilled? The narrator doesn’t have any answers, but he has plenty of questions of his own. Then one day Mikhail finds the narrator and promises to reunite him with his wife. In his attempt to recapture a lost love, the narrator discovers something unexpected about himself."
By the River Piedra I Sat Down and Wept,"[{'id': '566', 'name': 'Paulo Coelho', 'role': ''}, {'id': '488758', 'name': 'Alan R. Clarke', 'role': 'Translator'}]",Paulo Coelho,eng,3249453,,HarperOne,208,183186,On the Seventh Day,1,"From Paulo Coelho, author of the bestselling <i>The Alchemist</i>, comes a poignant, richly poetic story that reflects the depth of love and life.<br /><br />Rarely does adolescent love reach its full potential, but what happens when two young lovers reunite after eleven years? Time has transformed Pilar into a strong and independent woman, while her devoted childhood friend has grown into a handsome and charismatic spiritual leader. She has learned well how to bury her feelings... and he has turned to religion as a refuge from his raging inner conflicts.<br /><br />Now they are together once again, embarking on a journey fraught with difficulties, as long-buried demons of blame and resentment resurface after more than a decade. But in a small village in the French Pyrenees, by the waters of the River Piedra, a most special relationship will be reexamined in the dazzling light of some of life’s biggest questions."
The Fifth Mountain,"[{'id': '566', 'name': 'Paulo Coelho', 'role': ''}, {'id': '740937', 'name': 'Clifford E. Landers', 'role': ''}]",Paulo Coelho,en-US,19254211,,HarperOne,256,,,,"A Struggle of the Spirit and a Search for the Truth<br /><br />Written with the same masterful prose and clarity of vision that made <em>The Alchemist</em> an international phenomenon, <em>The Fifth Mountain</em> is Paulo Coelho's inspiring story of the Biblical prophet Elijah. In the ninth century B.C., the Phoenician princess Jezebel orders the execution of all the prophets who refuse to seek safety in the land of Zarephath, where the unexpectedly finds true love with a young widow. But this newfound rapture is to be cut short, and Elijah sees all of his hopes and dreams irrevocably erased as he is swept into a whirlwind of events that threatens his very existence. In what is truly a literary milestone, Coelho gives a quietly moving account of a man touched by the hand of God who must triumph over his frustrations in a soul-shattering trail of faith."
Eleven Minutes,"[{'id': '566', 'name': 'Paulo Coelho', 'role': ''}, {'id': '24758', 'name': 'Margaret Jull Costa', 'role': 'Translator'}]",Paulo Coelho,eng,1950213,,HarperOne,273,,,,"<i>Eleven Minutes</i> is the story of Maria, a young girl from a Brazilian village, whose first innocent brushes with love leave her heartbroken. At a tender age, she becomes convinced that she will never find true love, instead believing that “love is a terrible thing that will make you suffer. . . .” A chance meeting in Rio takes her to Geneva, where she dreams of finding fame and fortune.<br /><br />Maria’s despairing view of love is put to the test when she meets a handsome young painter. In this odyssey of self-discovery, Maria has to choose between pursuing a path of darkness—sexual pleasure for its own sake—or risking everything to find her own “inner light” and the possibility of sacred sex, sex in the context of love."
Veronika Decides to Die,"[{'id': '566', 'name': 'Paulo Coelho', 'role': ''}, {'id': '24758', 'name': 'Margaret Jull Costa', 'role': 'Translator'}, {'id': '18030180', 'name': 'Kâmuran Şipal', 'role': 'Translator'}]",Paulo Coelho,eng,3287043,,Harper Perennial,210,183186,On the Seventh Day,2,"In his latest international bestseller, the celebrated author of <i>The Alchemist</i> addresses the fundamental questions asked by millions: What am I doing here today? and Why do I go on living?<p>Twenty-four-year-old Veronika seems to have everything she could wish for: youth and beauty, plenty of attractive boyfriends, a fulfilling job, and a loving family. Yet something is lacking in her life. Inside her is a void so deep that nothing could possibly ever fill it. So, on the morning of November 11, 1997, Veronika decides to die. She takes a handful of sleeping pills expecting never to wake up.</p><p>Naturally Veronika is stunned when she does wake up at Villete, a local mental hospital, where the staff informs her that she has, in fact, partially succeeded in achieving her goal. While the overdose didn't kill Veronika immediately, the medication has damaged her heart so severely that she has only days to live.</p><p>The story follows Veronika through the intense week of self-discovery that ensues. To her surprise, Veronika finds herself drawn to the confinement of Villete and its patients, who, each in his or her individual way, reflect the heart of human experience. In the heightened state of life's final moments, Veronika discovers things she has never really allowed herself to feel before: hatred, fear, curiosity, love, and sexual awakening. She finds that every second of her existence is a choice between living and dying, and at the eleventh hour emerges more open to life than ever before.</p><p><i>In Veronika Decides to Die,</i> Paulo Coelho takes the reader on a distinctly modern quest to find meaning in a culture overshadowed by angst, soulless routine, and pervasive conformity. Based on events in Coelho's own life, <i>Veronika Decides to Die</i> questions the meaning of madness and celebrates individuals who do not fit into patterns society considers to be normal. Poignant and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity.</p>"
Hamlet,"[{'id': '947', 'name': 'William Shakespeare', 'role': ''}, {'id': '569383', 'name': 'Barbara A. Mowat', 'role': 'Editor'}, {'id': '8140', 'name': 'Paul Werstine', 'role': 'Editor'}]",William Shakespeare,eng,1885548,,Washington Square Press,342,,,,"<i>This is an alternate cover edition for ISBN13:9780743477123, <a href=""https://www.goodreads.com/book/show/1432.Hamlet"" title=""Hamlet"" rel=""nofollow noopener"">Hamlet</a></i>.<br /><br /><i>Hamlet</i> is the story of the Prince of Denmark who learns of the death of his father at the hands of his uncle, Claudius. Claudius murders Hamlet's father, his own brother, to take the throne of Denmark and to marry Hamlet's widowed mother. Hamlet is sunk into a state of great despair as a result of discovering the murder of his father and the infidelity of his mother. Hamlet is torn between his great sadness and his desire for the revenge of his father's murder.<br /><br />Each Folger edition includes:<br /><br />- Freshly edited text based on the best early printed version of the play<br />- Full explanatory notes conveniently placed on pages facing the text of the play<br />- Scene-by-scene plot summaries<br />- A key to famous lines and phrases<br />- An introduction to reading Shakespeare's language<br />- An essay by an outstanding scholar providing a modern perspective on the play<br />- Illustrations from the Folger Shakespeare Library's vast holdings of rare books"
